"country","year","sex","age","rate","generation","rating"
"Japan",1989,"male","55-74 years",35.4,"G.I. Generation",23.8284993949173
"Japan",1990,"male","75+ years",62.94,"G.I. Generation",23.8284993949173
"Japan",1991,"female","35-54 years",11.18,"Boomers",14.7895159491412
"Japan",1993,"female","75+ years",37.05,"G.I. Generation",23.8284993949173
"Japan",1995,"male","35-54 years",30.5,"Boomers",14.7895159491412
"Japan",1995,"female","35-54 years",11.03,"Boomers",14.7895159491412
"Japan",1997,"male","35-54 years",33.81,"Boomers",14.7895159491412
"Japan",1998,"male","75+ years",61.35,"G.I. Generation",23.8284993949173
"Japan",1998,"female","25-34 years",11.95,"Generation X",10.5607452667814
"Japan",1999,"male","15-24 years",16.52,"Generation X",10.5607452667814
"Japan",2000,"male","35-54 years",45.74,"Boomers",14.7895159491412
"Japan",2001,"male","25-34 years",25.23,"Generation X",10.5607452667814
"Japan",2002,"male","15-24 years",14.74,"Millenials",5.34215896064196
"Japan",2006,"male","55-74 years",49.5,"Silent",18.4047711390636
"Japan",2006,"female","15-24 years",9.7,"Millenials",5.34215896064196
"Japan",2007,"female","75+ years",21.37,"Silent",18.4047711390636
"Japan",2008,"male","35-54 years",44.09,"Boomers",14.7895159491412
"Japan",2008,"male","15-24 years",20.2,"Millenials",5.34215896064196
"Japan",2008,"female","35-54 years",13.64,"Boomers",14.7895159491412
"Japan",2008,"male","5-14 years",0.69,"Generation Z",0.635578544061303
"Japan",2009,"female","55-74 years",16.19,"Silent",18.4047711390636
"Japan",2010,"male","15-24 years",20.79,"Millenials",5.34215896064196
"Japan",2011,"female","55-74 years",16.52,"Boomers",14.7895159491412
"Japan",2012,"male","55-74 years",37.74,"Boomers",14.7895159491412
"Japan",2013,"female","75+ years",17.87,"Silent",18.4047711390636
"Japan",2013,"male","5-14 years",1.02,"Generation Z",0.635578544061303
"Japan",2014,"male","75+ years",36.93,"Silent",18.4047711390636
"Japan",2014,"female","75+ years",16.26,"Silent",18.4047711390636
"Japan",2015,"male","25-34 years",28.38,"Millenials",5.34215896064196
"Japan",2015,"female","15-24 years",7.07,"Millenials",5.34215896064196
"Kazakhstan",1990,"male","15-24 years",26.31,"Generation X",10.5607452667814
"Kazakhstan",1990,"female","55-74 years",17.72,"G.I. Generation",23.8284993949173
"Kazakhstan",1990,"female","35-54 years",12.19,"Silent",18.4047711390636
"Kazakhstan",1991,"female","5-14 years",0.65,"Millenials",5.34215896064196
"Kazakhstan",1992,"male","55-74 years",49.66,"Silent",18.4047711390636
"Kazakhstan",1993,"male","55-74 years",65.65,"Silent",18.4047711390636
"Kazakhstan",1993,"female","75+ years",22.39,"G.I. Generation",23.8284993949173
"Kazakhstan",1993,"female","15-24 years",12.29,"Generation X",10.5607452667814
"Kazakhstan",1993,"female","25-34 years",8.6,"Boomers",14.7895159491412
"Kazakhstan",1996,"female","15-24 years",11.44,"Generation X",10.5607452667814
"Kazakhstan",2001,"female","75+ years",22.71,"Silent",18.4047711390636
"Kazakhstan",2001,"female","25-34 years",9.67,"Generation X",10.5607452667814
"Kazakhstan",2002,"female","35-54 years",9.74,"Boomers",14.7895159491412
"Kazakhstan",2003,"male","55-74 years",75.41,"Silent",18.4047711390636
"Kazakhstan",2003,"female","35-54 years",9.84,"Boomers",14.7895159491412
"Kazakhstan",2004,"female","15-24 years",12.3,"Millenials",5.34215896064196
"Kazakhstan",2004,"male","5-14 years",4.33,"Millenials",5.34215896064196
"Kazakhstan",2005,"female","25-34 years",10.6,"Generation X",10.5607452667814
"Kazakhstan",2005,"female","55-74 years",9.79,"Silent",18.4047711390636
"Kazakhstan",2005,"male","5-14 years",6.13,"Millenials",5.34215896064196
"Kazakhstan",2006,"female","15-24 years",12.17,"Millenials",5.34215896064196
"Kazakhstan",2006,"female","35-54 years",8.96,"Boomers",14.7895159491412
"Kazakhstan",2007,"female","35-54 years",9.79,"Boomers",14.7895159491412
"Kazakhstan",2009,"female","35-54 years",8.76,"Boomers",14.7895159491412
"Kazakhstan",2009,"female","5-14 years",2.31,"Generation Z",0.635578544061303
"Kazakhstan",2010,"female","5-14 years",2.16,"Generation Z",0.635578544061303
"Kazakhstan",2011,"male","15-24 years",32.31,"Millenials",5.34215896064196
"Kazakhstan",2013,"male","55-74 years",44.73,"Boomers",14.7895159491412
"Kazakhstan",2014,"female","25-34 years",8.45,"Millenials",5.34215896064196
"Kiribati",1991,"female","15-24 years",14.67,"Generation X",10.5607452667814
"Kiribati",1992,"female","15-24 years",0,"Generation X",10.5607452667814
"Kiribati",1993,"male","5-14 years",10.22,"Millenials",5.34215896064196
"Kiribati",1993,"male","75+ years",0,"G.I. Generation",23.8284993949173
"Kiribati",1994,"female","25-34 years",0,"Boomers",14.7895159491412
"Kiribati",1994,"female","35-54 years",0,"Boomers",14.7895159491412
"Kiribati",1995,"female","25-34 years",0,"Generation X",10.5607452667814
"Kiribati",1995,"female","35-54 years",0,"Boomers",14.7895159491412
"Kiribati",1996,"male","5-14 years",18.92,"Millenials",5.34215896064196
"Kiribati",1996,"female","15-24 years",14.89,"Generation X",10.5607452667814
"Kiribati",1996,"female","5-14 years",0,"Millenials",5.34215896064196
"Kiribati",1997,"male","35-54 years",14.03,"Boomers",14.7895159491412
"Kiribati",1998,"male","15-24 years",27.72,"Generation X",10.5607452667814
"Kiribati",1998,"female","15-24 years",0,"Generation X",10.5607452667814
"Kiribati",1998,"female","25-34 years",0,"Generation X",10.5607452667814
"Kiribati",2001,"male","5-14 years",0,"Millenials",5.34215896064196
"Kuwait",1985,"male","15-24 years",1.33,"Generation X",10.5607452667814
"Kuwait",1985,"female","55-74 years",0,"G.I. Generation",23.8284993949173
"Kuwait",1987,"male","55-74 years",0,"G.I. Generation",23.8284993949173
"Kuwait",1994,"male","35-54 years",2.42,"Boomers",14.7895159491412
"Kuwait",1996,"female","25-34 years",5.56,"Generation X",10.5607452667814
"Kuwait",1996,"female","35-54 years",0,"Boomers",14.7895159491412
"Kuwait",1996,"female","55-74 years",0,"Silent",18.4047711390636
"Kuwait",1996,"female","75+ years",0,"G.I. Generation",23.8284993949173
"Kuwait",1996,"male","5-14 years",0,"Millenials",5.34215896064196
"Kuwait",1997,"female","35-54 years",3.64,"Boomers",14.7895159491412
"Kuwait",1997,"female","5-14 years",0,"Millenials",5.34215896064196
"Kuwait",1998,"female","15-24 years",2.17,"Generation X",10.5607452667814
"Kuwait",1998,"male","5-14 years",0,"Millenials",5.34215896064196
"Kuwait",1999,"female","25-34 years",3.83,"Generation X",10.5607452667814
"Kuwait",1999,"male","35-54 years",3.38,"Boomers",14.7895159491412
"Kuwait",1999,"female","75+ years",0,"G.I. Generation",23.8284993949173
"Kuwait",2000,"female","75+ years",0,"G.I. Generation",23.8284993949173
"Kuwait",2001,"female","15-24 years",0,"Millenials",5.34215896064196
"Kuwait",2005,"male","25-34 years",6.06,"Generation X",10.5607452667814
"Kuwait",2006,"female","25-34 years",2.32,"Generation X",10.5607452667814
"Kuwait",2006,"male","15-24 years",0.93,"Millenials",5.34215896064196
"Kuwait",2007,"male","35-54 years",1.25,"Boomers",14.7895159491412
"Kuwait",2007,"female","75+ years",0,"Silent",18.4047711390636
"Kuwait",2008,"male","15-24 years",1.76,"Millenials",5.34215896064196
"Kuwait",2008,"female","35-54 years",1.38,"Boomers",14.7895159491412
"Kuwait",2009,"male","5-14 years",0,"Generation Z",0.635578544061303
"Kuwait",2009,"male","75+ years",0,"Silent",18.4047711390636
"Kuwait",2010,"female","55-74 years",0,"Silent",18.4047711390636
"Kuwait",2011,"female","5-14 years",1.3,"Generation Z",0.635578544061303
"Kuwait",2011,"female","35-54 years",1.01,"Generation X",10.5607452667814
"Kuwait",2013,"male","15-24 years",0.75,"Millenials",5.34215896064196
"Kuwait",2014,"female","15-24 years",2.19,"Millenials",5.34215896064196
"Kyrgyzstan",1995,"male","15-24 years",20.21,"Generation X",10.5607452667814
"Kyrgyzstan",1995,"female","35-54 years",8.88,"Boomers",14.7895159491412
"Kyrgyzstan",1996,"female","55-74 years",6.89,"Silent",18.4047711390636
"Kyrgyzstan",1997,"male","55-74 years",36.96,"Silent",18.4047711390636
"Kyrgyzstan",1997,"female","25-34 years",5.05,"Generation X",10.5607452667814
"Kyrgyzstan",1999,"male","35-54 years",38.19,"Boomers",14.7895159491412
"Kyrgyzstan",1999,"female","75+ years",20.11,"G.I. Generation",23.8284993949173
"Kyrgyzstan",1999,"male","15-24 years",18.46,"Generation X",10.5607452667814
"Kyrgyzstan",2000,"male","25-34 years",24.09,"Generation X",10.5607452667814
"Kyrgyzstan",2000,"female","55-74 years",5.92,"Silent",18.4047711390636
"Kyrgyzstan",2002,"male","35-54 years",36.56,"Boomers",14.7895159491412
"Kyrgyzstan",2002,"female","75+ years",8.31,"Silent",18.4047711390636
"Kyrgyzstan",2002,"female","55-74 years",7.56,"Silent",18.4047711390636
"Kyrgyzstan",2003,"female","25-34 years",2.83,"Generation X",10.5607452667814
"Kyrgyzstan",2004,"female","25-34 years",2.03,"Generation X",10.5607452667814
"Kyrgyzstan",2005,"male","55-74 years",21.2,"Silent",18.4047711390636
"Kyrgyzstan",2006,"male","15-24 years",14.07,"Millenials",5.34215896064196
"Kyrgyzstan",2007,"female","15-24 years",7.44,"Millenials",5.34215896064196
"Kyrgyzstan",2008,"female","75+ years",9.94,"Silent",18.4047711390636
"Kyrgyzstan",2009,"male","15-24 years",13.36,"Millenials",5.34215896064196
"Kyrgyzstan",2009,"male","75+ years",10.98,"Silent",18.4047711390636
"Kyrgyzstan",2011,"female","35-54 years",3.74,"Generation X",10.5607452667814
"Kyrgyzstan",2012,"male","35-54 years",23.09,"Generation X",10.5607452667814
"Kyrgyzstan",2012,"male","5-14 years",2.82,"Generation Z",0.635578544061303
"Kyrgyzstan",2014,"male","25-34 years",18.78,"Millenials",5.34215896064196
"Kyrgyzstan",2014,"female","15-24 years",5.28,"Millenials",5.34215896064196
"Latvia",1995,"male","5-14 years",1.56,"Millenials",5.34215896064196
"Latvia",1996,"male","15-24 years",38.94,"Generation X",10.5607452667814
"Latvia",1999,"male","55-74 years",83.86,"Silent",18.4047711390636
"Latvia",2000,"male","35-54 years",86.46,"Boomers",14.7895159491412
"Latvia",2000,"female","75+ years",31.87,"G.I. Generation",23.8284993949173
"Latvia",2002,"male","75+ years",72.57,"Silent",18.4047711390636
"Latvia",2003,"male","5-14 years",2.23,"Millenials",5.34215896064196
"Latvia",2003,"female","5-14 years",0.78,"Millenials",5.34215896064196
"Latvia",2004,"female","5-14 years",0,"Millenials",5.34215896064196
"Latvia",2005,"male","35-54 years",61.52,"Boomers",14.7895159491412
"Latvia",2006,"female","75+ years",19.29,"Silent",18.4047711390636
"Latvia",2007,"male","55-74 years",45.03,"Silent",18.4047711390636
"Latvia",2008,"male","75+ years",80.07,"Silent",18.4047711390636
"Latvia",2011,"male","75+ years",78.18,"Silent",18.4047711390636
"Latvia",2011,"female","5-14 years",0,"Generation Z",0.635578544061303
"Latvia",2013,"male","55-74 years",48.84,"Boomers",14.7895159491412
"Latvia",2013,"male","15-24 years",14.08,"Millenials",5.34215896064196
"Latvia",2014,"male","35-54 years",42.39,"Generation X",10.5607452667814
"Latvia",2014,"female","15-24 years",5.64,"Millenials",5.34215896064196
"Latvia",2014,"female","5-14 years",0,"Generation Z",0.635578544061303
"Latvia",2015,"male","55-74 years",49.31,"Boomers",14.7895159491412
"Latvia",2015,"female","5-14 years",0,"Generation Z",0.635578544061303
"Lithuania",1997,"female","25-34 years",11.64,"Generation X",10.5607452667814
"Lithuania",1998,"male","35-54 years",125.78,"Boomers",14.7895159491412
"Lithuania",1998,"female","75+ years",34.14,"G.I. Generation",23.8284993949173
"Lithuania",2000,"male","25-34 years",88.45,"Generation X",10.5607452667814
"Lithuania",2000,"female","35-54 years",24.49,"Boomers",14.7895159491412
"Lithuania",2000,"female","15-24 years",10.2,"Generation X",10.5607452667814
"Lithuania",2001,"female","5-14 years",0.41,"Millenials",5.34215896064196
"Lithuania",2003,"female","75+ years",25.11,"Silent",18.4047711390636
"Lithuania",2003,"male","5-14 years",0.87,"Millenials",5.34215896064196
"Lithuania",2004,"male","75+ years",79.98,"Silent",18.4047711390636
"Lithuania",2004,"female","75+ years",27.33,"Silent",18.4047711390636
"Lithuania",2004,"female","55-74 years",18.47,"Silent",18.4047711390636
"Lithuania",2006,"female","5-14 years",0.53,"Millenials",5.34215896064196
"Lithuania",2007,"female","15-24 years",4.23,"Millenials",5.34215896064196
"Lithuania",2008,"female","75+ years",21.34,"Silent",18.4047711390636
"Lithuania",2009,"male","75+ years",80.18,"Silent",18.4047711390636
"Lithuania",2009,"male","15-24 years",45.99,"Millenials",5.34215896064196
"Lithuania",2009,"female","25-34 years",7.29,"Generation X",10.5607452667814
"Lithuania",2012,"male","15-24 years",30.48,"Millenials",5.34215896064196
"Lithuania",2012,"female","55-74 years",11.89,"Boomers",14.7895159491412
"Lithuania",2012,"female","25-34 years",5.44,"Millenials",5.34215896064196
"Lithuania",2012,"female","5-14 years",0,"Generation Z",0.635578544061303
"Lithuania",2013,"male","35-54 years",94.28,"Generation X",10.5607452667814
"Lithuania",2013,"male","25-34 years",64.36,"Millenials",5.34215896064196
"Lithuania",2014,"female","55-74 years",12.27,"Boomers",14.7895159491412
"Lithuania",2015,"male","55-74 years",78.9,"Boomers",14.7895159491412
"Lithuania",2015,"male","25-34 years",52.94,"Millenials",5.34215896064196
"Luxembourg",1985,"male","35-54 years",23.9,"Silent",18.4047711390636
"Luxembourg",1986,"male","75+ years",42.25,"G.I. Generation",23.8284993949173
"Luxembourg",1986,"male","15-24 years",10.79,"Generation X",10.5607452667814
"Luxembourg",1987,"female","55-74 years",30.77,"G.I. Generation",23.8284993949173
"Luxembourg",1988,"female","25-34 years",9.49,"Boomers",14.7895159491412
"Luxembourg",1988,"female","15-24 years",0,"Generation X",10.5607452667814
"Luxembourg",1989,"male","75+ years",65.79,"G.I. Generation",23.8284993949173
"Luxembourg",1989,"male","25-34 years",27.69,"Boomers",14.7895159491412
"Luxembourg",1989,"male","15-24 years",22.81,"Generation X",10.5607452667814
"Luxembourg",1990,"female","35-54 years",19.57,"Silent",18.4047711390636
"Luxembourg",1990,"female","5-14 years",0,"Generation X",10.5607452667814
"Luxembourg",1991,"female","55-74 years",22.78,"Silent",18.4047711390636
"Luxembourg",1992,"female","75+ years",25.81,"G.I. Generation",23.8284993949173
"Luxembourg",1992,"female","15-24 years",8.4,"Generation X",10.5607452667814
"Luxembourg",1994,"male","35-54 years",37.67,"Boomers",14.7895159491412
"Luxembourg",1995,"male","25-34 years",22.66,"Generation X",10.5607452667814
"Luxembourg",1996,"male","35-54 years",36.07,"Boomers",14.7895159491412
"Luxembourg",1998,"male","25-34 years",19.91,"Generation X",10.5607452667814
"Luxembourg",1999,"female","15-24 years",0,"Generation X",10.5607452667814
"Luxembourg",2000,"male","75+ years",87.45,"G.I. Generation",23.8284993949173
"Luxembourg",2002,"male","75+ years",69.48,"Silent",18.4047711390636
"Luxembourg",2002,"male","35-54 years",22.96,"Boomers",14.7895159491412
"Luxembourg",2002,"female","75+ years",17.01,"Silent",18.4047711390636
"Luxembourg",2002,"female","35-54 years",14.92,"Boomers",14.7895159491412
"Luxembourg",2006,"male","5-14 years",0,"Millenials",5.34215896064196
"Luxembourg",2008,"male","35-54 years",25.73,"Boomers",14.7895159491412
"Luxembourg",2008,"female","5-14 years",0,"Generation Z",0.635578544061303
"Luxembourg",2008,"male","15-24 years",0,"Millenials",5.34215896064196
"Luxembourg",2010,"female","55-74 years",6.41,"Silent",18.4047711390636
"Luxembourg",2010,"female","75+ years",4.75,"Silent",18.4047711390636
"Luxembourg",2010,"female","5-14 years",0,"Generation Z",0.635578544061303
"Luxembourg",2011,"male","25-34 years",10.67,"Millenials",5.34215896064196
"Luxembourg",2012,"female","35-54 years",6.2,"Generation X",10.5607452667814
"Luxembourg",2013,"male","55-74 years",17.9,"Boomers",14.7895159491412
"Luxembourg",2014,"female","35-54 years",3.57,"Generation X",10.5607452667814
"Luxembourg",2014,"female","5-14 years",0,"Generation Z",0.635578544061303
"Luxembourg",2015,"female","55-74 years",16.7,"Boomers",14.7895159491412
"Luxembourg",2015,"male","25-34 years",9.32,"Millenials",5.34215896064196
"Luxembourg",2015,"female","5-14 years",3.29,"Generation Z",0.635578544061303
"Luxembourg",2015,"female","15-24 years",3.01,"Millenials",5.34215896064196
"Luxembourg",2015,"male","5-14 years",0,"Generation Z",0.635578544061303
"Macau",1994,"male","75+ years",55.22,"G.I. Generation",23.8284993949173
"Maldives",2001,"male","75+ years",0,"Silent",18.4047711390636
"Maldives",2003,"male","35-54 years",11.57,"Boomers",14.7895159491412
"Maldives",2004,"female","5-14 years",0,"Millenials",5.34215896064196
"Maldives",2004,"male","15-24 years",0,"Millenials",5.34215896064196
"Maldives",2004,"male","25-34 years",0,"Generation X",10.5607452667814
"Maldives",2004,"male","55-74 years",0,"Silent",18.4047711390636
"Maldives",2004,"male","75+ years",0,"Silent",18.4047711390636
"Maldives",2005,"male","55-74 years",0,"Silent",18.4047711390636
"Maldives",2007,"female","15-24 years",2.56,"Millenials",5.34215896064196
"Maldives",2007,"female","5-14 years",0,"Generation Z",0.635578544061303
"Maldives",2008,"female","55-74 years",0,"Silent",18.4047711390636
"Maldives",2010,"female","35-54 years",0,"Generation X",10.5607452667814
"Maldives",2010,"male","75+ years",0,"Silent",18.4047711390636
"Maldives",2011,"female","35-54 years",0,"Generation X",10.5607452667814
"Malta",1986,"female","25-34 years",3.61,"Boomers",14.7895159491412
"Malta",1986,"female","5-14 years",0,"Generation X",10.5607452667814
"Malta",1986,"female","55-74 years",0,"G.I. Generation",23.8284993949173
"Malta",1986,"male","25-34 years",0,"Boomers",14.7895159491412
"Malta",1988,"male","35-54 years",6.68,"Silent",18.4047711390636
"Malta",1991,"female","15-24 years",0,"Generation X",10.5607452667814
"Malta",1995,"female","5-14 years",0,"Millenials",5.34215896064196
"Malta",1995,"female","75+ years",0,"G.I. Generation",23.8284993949173
"Malta",1997,"male","35-54 years",7.09,"Boomers",14.7895159491412
"Malta",1997,"male","5-14 years",0,"Millenials",5.34215896064196
"Malta",1999,"male","15-24 years",3.37,"Generation X",10.5607452667814
"Malta",2000,"female","25-34 years",8.28,"Generation X",10.5607452667814
"Malta",2001,"female","15-24 years",3.5,"Millenials",5.34215896064196
"Malta",2002,"male","25-34 years",10.96,"Generation X",10.5607452667814
"Malta",2002,"female","75+ years",8.03,"Silent",18.4047711390636
"Malta",2002,"female","55-74 years",7.64,"Silent",18.4047711390636
"Malta",2002,"male","15-24 years",0,"Millenials",5.34215896064196
"Malta",2004,"male","25-34 years",0,"Generation X",10.5607452667814
"Malta",2005,"female","75+ years",0,"Silent",18.4047711390636
"Malta",2006,"female","25-34 years",0,"Generation X",10.5607452667814
"Malta",2007,"female","25-34 years",0,"Generation X",10.5607452667814
"Malta",2007,"male","5-14 years",0,"Generation Z",0.635578544061303
"Malta",2008,"male","35-54 years",8.87,"Boomers",14.7895159491412
"Malta",2008,"male","5-14 years",0,"Generation Z",0.635578544061303
"Malta",2011,"female","35-54 years",0,"Generation X",10.5607452667814
"Malta",2011,"male","75+ years",0,"Silent",18.4047711390636
"Malta",2012,"male","55-74 years",16.21,"Boomers",14.7895159491412
"Malta",2013,"female","15-24 years",0,"Millenials",5.34215896064196
"Malta",2013,"female","5-14 years",0,"Generation Z",0.635578544061303
"Malta",2013,"female","55-74 years",0,"Boomers",14.7895159491412
"Mauritius",1985,"male","25-34 years",21.47,"Boomers",14.7895159491412
"Mauritius",1985,"male","35-54 years",20.11,"Silent",18.4047711390636
"Mauritius",1985,"male","5-14 years",0.96,"Generation X",10.5607452667814
"Mauritius",1986,"male","75+ years",0,"G.I. Generation",23.8284993949173
"Mauritius",1987,"male","5-14 years",0,"Generation X",10.5607452667814
"Mauritius",1988,"male","25-34 years",29.44,"Boomers",14.7895159491412
"Mauritius",1988,"female","5-14 years",1.9,"Generation X",10.5607452667814
"Mauritius",1989,"male","25-34 years",42.31,"Boomers",14.7895159491412
"Mauritius",1989,"female","25-34 years",9.33,"Boomers",14.7895159491412
"Mauritius",1992,"female","15-24 years",13.95,"Generation X",10.5607452667814
"Mauritius",1992,"female","25-34 years",11.36,"Boomers",14.7895159491412
"Mauritius",1993,"female","25-34 years",16.49,"Boomers",14.7895159491412
"Mauritius",1993,"female","5-14 years",2.05,"Millenials",5.34215896064196
"Mauritius",1994,"male","75+ years",14.29,"G.I. Generation",23.8284993949173
"Mauritius",1995,"male","55-74 years",26.05,"Silent",18.4047711390636
"Mauritius",1995,"female","75+ years",7.81,"G.I. Generation",23.8284993949173
"Mauritius",1996,"male","15-24 years",26.21,"Generation X",10.5607452667814
"Mauritius",1996,"female","15-24 years",8,"Generation X",10.5607452667814
"Mauritius",1996,"female","35-54 years",5.1,"Boomers",14.7895159491412
"Mauritius",1999,"male","75+ years",34.48,"G.I. Generation",23.8284993949173
"Mauritius",2000,"male","5-14 years",0,"Millenials",5.34215896064196
"Mauritius",2002,"male","15-24 years",16.91,"Millenials",5.34215896064196
"Mauritius",2002,"female","15-24 years",11.05,"Millenials",5.34215896064196
"Mauritius",2003,"female","15-24 years",8.18,"Millenials",5.34215896064196
"Mauritius",2004,"male","35-54 years",19.34,"Boomers",14.7895159491412
"Mauritius",2004,"female","25-34 years",6.13,"Generation X",10.5607452667814
"Mauritius",2005,"female","55-74 years",6.72,"Silent",18.4047711390636
"Mauritius",2005,"male","5-14 years",0.99,"Millenials",5.34215896064196
"Mauritius",2005,"female","5-14 years",0,"Millenials",5.34215896064196
"Mauritius",2006,"male","15-24 years",17.61,"Millenials",5.34215896064196
"Mauritius",2006,"female","35-54 years",4.49,"Boomers",14.7895159491412
"Mauritius",2006,"female","55-74 years",3.81,"Silent",18.4047711390636
"Mauritius",2006,"female","5-14 years",1.02,"Millenials",5.34215896064196
"Mauritius",2009,"male","35-54 years",25.56,"Boomers",14.7895159491412
"Mauritius",2010,"female","15-24 years",2.04,"Millenials",5.34215896064196
"Mauritius",2011,"female","55-74 years",3.06,"Boomers",14.7895159491412
"Mauritius",2012,"male","25-34 years",26.09,"Millenials",5.34215896064196
"Mauritius",2013,"male","5-14 years",0,"Generation Z",0.635578544061303
"Mauritius",2015,"male","15-24 years",14.51,"Millenials",5.34215896064196
"Mauritius",2015,"male","75+ years",12.89,"Silent",18.4047711390636
"Mauritius",2015,"male","5-14 years",0,"Generation Z",0.635578544061303
"Mauritius",2016,"male","35-54 years",18.28,"Generation X",10.5607452667814
"Mauritius",2016,"female","15-24 years",4.26,"Millenials",5.34215896064196
"Mauritius",2016,"female","35-54 years",3.38,"Generation X",10.5607452667814
"Mauritius",2016,"female","75+ years",0,"Silent",18.4047711390636
"Mexico",1985,"male","15-24 years",4.45,"Generation X",10.5607452667814
"Mexico",1985,"female","15-24 years",1.3,"Generation X",10.5607452667814
"Mexico",1985,"female","5-14 years",0.19,"Generation X",10.5607452667814
"Mexico",1986,"female","25-34 years",1.21,"Boomers",14.7895159491412
"Mexico",1987,"male","75+ years",11.84,"G.I. Generation",23.8284993949173
"Mexico",1988,"female","75+ years",1.14,"G.I. Generation",23.8284993949173
"Mexico",1992,"male","15-24 years",5.79,"Generation X",10.5607452667814
"Mexico",1992,"female","75+ years",1.1,"G.I. Generation",23.8284993949173
"Mexico",1994,"male","35-54 years",7.2,"Boomers",14.7895159491412
"Mexico",1995,"male","35-54 years",7.29,"Boomers",14.7895159491412
"Mexico",1995,"female","15-24 years",1.99,"Generation X",10.5607452667814
"Mexico",1997,"male","35-54 years",8.06,"Boomers",14.7895159491412
"Mexico",1997,"female","55-74 years",0.88,"Silent",18.4047711390636
"Mexico",1998,"female","75+ years",0.96,"G.I. Generation",23.8284993949173
"Mexico",1999,"male","15-24 years",9.02,"Generation X",10.5607452667814
"Mexico",2000,"female","35-54 years",1.14,"Boomers",14.7895159491412
"Mexico",2001,"male","75+ years",19.25,"Silent",18.4047711390636
"Mexico",2001,"male","25-34 years",9.6,"Generation X",10.5607452667814
"Mexico",2002,"female","5-14 years",0.56,"Millenials",5.34215896064196
"Mexico",2003,"male","15-24 years",9.16,"Millenials",5.34215896064196
"Mexico",2003,"female","15-24 years",2.76,"Millenials",5.34215896064196
"Mexico",2003,"female","75+ years",0.86,"Silent",18.4047711390636
"Mexico",2004,"female","15-24 years",2.34,"Millenials",5.34215896064196
"Mexico",2007,"male","15-24 years",8.46,"Millenials",5.34215896064196
"Mexico",2008,"female","25-34 years",1.83,"Generation X",10.5607452667814
"Mexico",2009,"male","75+ years",14.24,"Silent",18.4047711390636
"Mexico",2009,"male","25-34 years",10.22,"Generation X",10.5607452667814
"Mexico",2009,"female","15-24 years",3.36,"Millenials",5.34215896064196
"Mexico",2010,"male","25-34 years",9.65,"Generation X",10.5607452667814
"Mexico",2011,"male","75+ years",12.61,"Silent",18.4047711390636
"Mexico",2011,"female","55-74 years",1.21,"Boomers",14.7895159491412
"Mexico",2011,"male","5-14 years",1.17,"Generation Z",0.635578544061303
"Mexico",2011,"female","5-14 years",0.93,"Generation Z",0.635578544061303
"Mexico",2012,"female","5-14 years",0.69,"Generation Z",0.635578544061303
"Mexico",2012,"female","75+ years",0.45,"Silent",18.4047711390636
"Mexico",2015,"female","25-34 years",2.65,"Millenials",5.34215896064196
"Mongolia",2016,"female","75+ years",11.4,"Silent",18.4047711390636
"Montenegro",2000,"female","25-34 years",0,"Generation X",10.5607452667814
"Montenegro",2000,"male","35-54 years",0,"Boomers",14.7895159491412
"Montenegro",2002,"male","75+ years",0,"Silent",18.4047711390636
"Montenegro",2004,"female","55-74 years",0,"Silent",18.4047711390636
"Montenegro",2006,"female","55-74 years",0,"Silent",18.4047711390636
"Montenegro",2006,"male","15-24 years",0,"Millenials",5.34215896064196
"Montenegro",2006,"male","5-14 years",0,"Millenials",5.34215896064196
"Montenegro",2007,"male","25-34 years",26.36,"Generation X",10.5607452667814
"Montenegro",2007,"female","15-24 years",0,"Millenials",5.34215896064196
"Montenegro",2008,"female","75+ years",56.07,"Silent",18.4047711390636
"Montenegro",2009,"male","25-34 years",2.11,"Generation X",10.5607452667814
"Netherlands",1985,"male","55-74 years",23.1,"G.I. Generation",23.8284993949173
"Netherlands",1985,"male","35-54 years",17.73,"Silent",18.4047711390636
"Netherlands",1986,"female","35-54 years",12.05,"Silent",18.4047711390636
"Netherlands",1986,"female","25-34 years",9.14,"Boomers",14.7895159491412
"Netherlands",1986,"female","15-24 years",3.59,"Generation X",10.5607452667814
"Netherlands",1988,"male","15-24 years",8.15,"Generation X",10.5607452667814
"Netherlands",1989,"male","55-74 years",20.42,"G.I. Generation",23.8284993949173
"Netherlands",1990,"male","5-14 years",0.55,"Generation X",10.5607452667814
"Netherlands",1991,"male","75+ years",42.17,"G.I. Generation",23.8284993949173
"Netherlands",1991,"male","15-24 years",9.77,"Generation X",10.5607452667814
"Netherlands",1992,"female","5-14 years",0.23,"Millenials",5.34215896064196
"Netherlands",1993,"female","75+ years",12.53,"G.I. Generation",23.8284993949173
"Netherlands",1993,"female","35-54 years",9.27,"Boomers",14.7895159491412
"Netherlands",1996,"female","25-34 years",6.97,"Generation X",10.5607452667814
"Netherlands",1997,"male","25-34 years",15.83,"Generation X",10.5607452667814
"Netherlands",1997,"female","55-74 years",9.72,"Silent",18.4047711390636
"Netherlands",1997,"female","35-54 years",8.59,"Boomers",14.7895159491412
"Netherlands",1998,"female","25-34 years",6.2,"Generation X",10.5607452667814
"Netherlands",1999,"male","75+ years",27.1,"G.I. Generation",23.8284993949173
"Netherlands",2000,"female","25-34 years",5.53,"Generation X",10.5607452667814
"Netherlands",2001,"male","35-54 years",18.21,"Boomers",14.7895159491412
